sentence,course,discipline,institution,contributor,stance,confidence,prob_disc,prob_cond,prob_enc
"It is derived from previously created texts from other sources that the models were trained on, yet doesn't cite sources.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,conditional,0.6078746914863586,0.23508509,0.6078747,0.15704021
"* AI models have built-in biases (ie, they are trained on limited underlying sources; they reproduce, rather than challenge, errors in the sources)",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,conditional,0.6483290791511536,0.24219014,0.6483291,0.10948081
"AI tools have limitations (ie, they lack critical thinking to evaluate and reflect on criteria; they lack abductive reasoning to make judgments with incomplete information at hand)",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,conditional,0.7416840195655823,0.17866658,0.741684,0.07964935
"Given these (important) ethical caveats, some scholars in computational sciences debate if the hype over AI-based tools-- especially as ""automated plagiarism"" tools-- should be heeded at all (https://irisvanrooijcogsci.com/2023/01/14/stop-feeding-the-hype-and-start-resisting/).",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,encouraging,0.6001465916633606,0.25988024,0.13997313,0.6001466
"For the time being, I'm tentatively, pragmatically augmenting my academic integrity policy with a policy regarding a responsible use of AI-based tools in my class.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,encouraging,0.8407650589942932,0.11081634,0.04841861,0.84076506
"This policy was developed from a response by ChatGPT-3 (2023) and edited on critical reflection by me:

Academic integrity is a core principle at UMass Lowell and it's vital that all students uphold this principle-- whether using AI-based tools or otherwise.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,encouraging,0.8639206290245056,0.09520055,0.040878754,0.8639206
"For my class, a responsible use of AI-based tools in completing coursework or assessments must be done in accordance with the following:

1.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,conditional,0.365936815738678,0.33909166,0.36593682,0.2949716
You must clearly identify the use of AI-based tools in your work.,Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,encouraging,0.9084770083427429,0.048667572,0.042855415,0.908477
"Any work that utilizes AI-based tools must be clearly marked as such, including the specific tool(s) used.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,conditional,0.34025144577026367,0.33238602,0.34025145,0.32736254
"For example, if you use ChatGPT-3, you must cite ""ChatGPT-3.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,discouraging,0.5801549553871155,0.58015496,0.09150612,0.32833892
Generated using OpenAI.,Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,encouraging,0.8604500889778137,0.07377542,0.065774485,0.8604501
"https://chat.openai.com/""
2.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,encouraging,0.6773374676704407,0.2450441,0.07761841,0.67733747
"You must be transparent in how you used the AI-based tool, including what work is your original contribution.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,conditional,0.377851277589798,0.28061596,0.37785128,0.34153277
An AI detector such as GPTZero (https://gptzero.me/) may be used to detect AI-driven work.,Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,encouraging,0.9106386303901672,0.051477693,0.037883624,0.91063863
You must ensure your use of AI-based tools does not violate any copyright or intellectual property laws.,Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,discouraging,0.5749460458755493,0.57494605,0.37648565,0.0485683
You must not use AI-based tools to cheat on assessments.,Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,discouraging,0.6959431767463684,0.6959432,0.23275691,0.07130001
You must not use AI-based tools to plagiarize without citation.,Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,discouraging,0.71448814868927,0.71448815,0.2561002,0.029411623
"If you are found in violation of this policy, you may face penalties such as a reduction in grade, failure of the assignment or assessment, or even failure of the course.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,discouraging,0.6291521787643433,0.6291522,0.2652469,0.10560092
"Finally, it's your responsibility to be aware of the academic integrity policy and take the necessary steps to ensure that your use of AI-based tools is in compliance with this policy.",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,encouraging,0.5643327236175537,0.19324857,0.24241878,0.5643327
"""Write a syllabus policy about the academic integrity of students using ai-based tools.""",Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,encouraging,0.6549001932144165,0.2486158,0.09648407,0.6549002
Generated using OpenAI.,Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,encouraging,0.8604500889778137,0.07377542,0.065774485,0.8604501
https://chat.openai.com/,Social Media Marketing,Marketing,UMass Lowell,Spencer Ross,encouraging,0.7177670001983643,0.20662065,0.07561242,0.717767
"AI is revolutionizing marketing, but it’s important to responsibly use it.",CBAD 350 Marketing,Marketing,Coastal Carolina University,Matthew Gilbert,encouraging,0.7757822275161743,0.09645285,0.12776487,0.7757822
"Students can use AI to help with studying, but not to create graded assignments -- except as noted by the instructor.",CBAD 350 Marketing,Marketing,Coastal Carolina University,Matthew Gilbert,conditional,0.6297478675842285,0.29094335,0.62974787,0.0793088
Presenting AI-generated work as your own will result in receiving a zero for that assignment.,CBAD 350 Marketing,Marketing,Coastal Carolina University,Matthew Gilbert,discouraging,0.7176476716995239,0.7176477,0.23568682,0.046665564
"As many of us have explored new AI tools like ChatGPT, we can think of them as valuable aids, similar to calculators in math classes.",MAT115,Math,LaGuardia Community College,Shaoshao Yang,encouraging,0.9729390144348145,0.015684307,0.011376701,0.972939
"You are expected to use the university’s AI tutor each week as a study coach—to review concepts, ask questions, and practice problem-solving.",MATH 229 - Calculus 1,Mathematics,Northern Illinois University,Ricela Feliciano,encouraging,0.9739922881126404,0.013470915,0.0125368005,0.9739923
"Do not use any AI to generate answers for homework, worksheets, or projects.",MATH 229 - Calculus 1,Mathematics,Northern Illinois University,Ricela Feliciano,discouraging,0.5298526883125305,0.5298527,0.3824377,0.087709576
Copying or paraphrasing AI output is prohibited and may violate academic integrity policies.,MATH 229 - Calculus 1,Mathematics,Northern Illinois University,Ricela Feliciano,discouraging,0.6118879318237305,0.61188793,0.3555114,0.032600682
"More importantly, relying on AI for answers harms your learning and will leave you unprepared for exams and quizzes, where AI is not allowed.",MATH 229 - Calculus 1,Mathematics,Northern Illinois University,Ricela Feliciano,encouraging,0.3819143772125244,0.37828633,0.23979932,0.38191438
The use of ChatGPT and other generative artificial intelligence (GenAI) programs has become increasingly popular inside and outside of academia.,"FMS 139W, FMS291, CLTTHY289",Media Studies,UC Irvine,"Catherine Benamou
@luzaccion (Twitter)   ",encouraging,0.9684954881668091,0.017196264,0.014308331,0.9684955
Gen AI can be a useful tool but should not replace your personal skillset and your ideas.,"FMS 139W, FMS291, CLTTHY289",Media Studies,UC Irvine,"Catherine Benamou
@luzaccion (Twitter)   ",conditional,0.7682542204856873,0.14527914,0.7682542,0.08646661
"I highly discourage the uncritical use of GenAI, which can lead to mistakes and, when used without attribution, can be a violation of academic integrity.","FMS 139W, FMS291, CLTTHY289",Media Studies,UC Irvine,"Catherine Benamou
@luzaccion (Twitter)   ",conditional,0.6663760542869568,0.28056848,0.66637605,0.053055443
"3.1.1 Cheating: Unauthorized use of notes, study aides, electronic devices, artificial intelligence, or acquiring information from another student’s papers on an examination; obtaining a copy of an examination or questions from an exam prior to taking the exam; altering graded work with the intent to deceive; using another person’s work and then submitting as one’s own work; allowing another to take an examination in one’s name; submitting identical or similar papers for credit in more than one course without obtaining permission from the instructors of all the courses involved.",Code of Student Rights & Responsibilities,Misc,Tidewater Community College,Heather Brown,discouraging,0.6527347564697266,0.65273476,0.3070412,0.04022399
"3.1.3 Plagiarism: Presenting within one’s own work the ideas, representations, or words of another person, or artificial intelligence, without customary and proper acknowledgment or citation of that proper authorship is considered plagiarism.",Code of Student Rights & Responsibilities,Misc,Tidewater Community College,Heather Brown,discouraging,0.573478639125824,0.57347864,0.38669726,0.039824102
